#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
340.43	0.894	40.31	37.71	36.85	35.46	35.77	340.27	12	8.92	0.451	-10000	-33.05	-100.00	8.92	64.55	26.84	
340.43	0.902	40.73	39.62	34.24	37.07	36.82	340.27	12	6.16	0.566	-10000	-34.35	-100.00	6.16	64.55	-3.70	
333.33	0.908	40.67	39.79	33.28	35.97	38.05	340.27	13	7.20	0.551	-10000	-35.77	-100.00	7.20	64.55	-36.44	
326.53	0.949	41.34	40.52	33.70	36.38	38.94	333.27	12	7.39	0.538	-10000	-33.95	-100.00	7.39	64.19	-59.98	
313.73	0.903	42.81	41.41	37.22	38.66	39.40	319.87	12	6.69	0.547	-10000	-32.01	-100.00	6.69	63.48	-74.00	
301.89	0.865	44.89	43.55	39.14	42.59	38.87	301.75	13	2.32	0.703	-10000	-35.41	-100.00	2.32	62.47	-85.92	
285.71	0.860	45.08	44.36	36.90	41.08	42.06	285.63	12	0.38	0.681	-10000	-35.68	-100.00	0.38	61.52	-92.67	
266.67	0.849	44.48	43.69	36.68	42.89	37.58	271.16	13	-0.27	0.787	-10000	-40.89	-100.00	-0.27	60.62	-92.28	
258.06	0.846	45.81	45.19	37.05	43.43	41.34	258.02	13	-4.08	0.744	-10000	-37.16	-100.00	-4.08	59.76	-91.21	
246.15	0.882	45.56	44.81	37.60	44.61	37.30	242.42	13	-3.20	0.732	-0.07	-35.18	-100.00	-3.27	58.68	-10000	
-10000	-10000	40.03	38.82	33.91	37.51	35.93	235.25	13	1.52	0.633	-1.91	-36.82	-100.00	-0.40	58.16	-10000	
-10000	-10000	35.79	34.24	30.53	35.31	-10000	-10000	0	3.89	0.503	-3.06	-33.75	-100.00	0.83	-10000	-10000	
145.45	0.731	35.97	34.19	31.24	32.88	32.50	-10000	6	4.67	0.622	-0.53	-40.94	-100.00	4.14	-10000	-10000	
136.75	0.639	30.76	29.62	24.32	25.84	28.37	-10000	6	5.71	0.622	-10000	-47.98	-100.00	5.71	-10000	-10000	
130.08	0.341	27.56	24.94	24.06	26.76	-10000	-10000	1	6.58	0.530	-10000	-43.27	-100.00	6.58	-10000	-10000	
124.03	0.551	28.21	24.38	25.81	24.94	23.86	-10000	1	1.27	0.694	-10000	-52.55	-100.00	1.27	-10000	-10000	
126.98	0.587	32.50	28.64	30.18	29.73	28.12	-10000	6	0.22	0.729	-10000	-49.87	-100.00	0.22	-10000	-10000	
120.30	0.629	36.07	33.99	31.85	33.92	31.34	-10000	0	2.65	0.667	-2.90	-42.10	-100.00	-0.25	-10000	-10000	
117.65	0.779	39.70	38.66	32.99	33.51	38.33	116.74	12	11.71	0.697	-11.13	-44.15	-100.00	0.59	46.03	-10000	
115.94	0.806	42.16	41.22	35.06	35.88	40.89	114.27	13	10.31	0.725	-13.14	-43.46	-100.00	-2.84	45.66	-10000	
112.68	0.739	41.60	40.65	34.53	35.26	40.32	111.86	13	9.40	0.713	-8.70	-43.34	-100.00	0.71	45.29	-10000	
110.34	0.849	42.08	41.62	32.06	33.34	41.28	109.56	13	13.85	0.716	-11.09	-45.44	-100.00	2.76	44.93	-22.38	
108.84	0.872	42.28	41.63	33.68	32.67	41.43	108.80	12	13.45	0.530	-13.01	-37.36	0.73	0.44	44.81	-15.25	fr
108.11	0.909	42.53	41.02	37.22	36.65	40.78	108.05	13	5.40	0.584	-13.44	-35.50	0.90	-8.04	44.69	-2.33	fr
108.11	0.920	42.10	40.48	37.05	36.75	40.17	108.05	13	5.56	0.614	-13.27	-36.70	-100.00	-7.71	44.69	8.85	fr
108.84	0.799	40.47	39.50	33.46	33.49	39.10	108.80	13	8.77	0.698	-13.68	-44.22	-100.00	-4.91	44.81	17.38	fr
111.11	0.765	40.15	39.29	32.69	32.46	38.95	111.86	12	9.42	0.575	-14.95	-39.32	-100.00	-5.53	45.29	20.92	
113.48	0.793	40.41	39.49	33.24	32.99	39.15	113.42	12	11.25	0.619	-15.31	-40.69	-100.00	-4.06	45.53	20.87	
114.29	0.850	40.50	39.65	33.01	31.09	39.40	115.07	12	12.82	0.598	-14.74	-41.66	-100.00	-1.92	45.78	13.71	
115.11	0.834	39.50	38.49	32.66	31.39	38.21	114.27	12	9.86	0.635	-13.04	-43.03	-100.00	-3.18	45.66	1.94	
114.29	0.786	38.43	37.29	32.05	31.49	36.97	115.07	12	9.74	0.637	-11.32	-43.03	-100.00	-1.58	45.78	-6.62	
113.48	0.802	36.04	35.51	26.58	27.12	35.15	112.64	12	14.42	0.602	-9.65	-45.80	-100.00	4.77	45.41	-12.53	
111.89	0.835	34.58	33.71	27.15	25.64	33.53	111.09	12	11.09	0.611	-7.77	-47.68	-100.00	3.32	45.17	-12.10	
111.11	0.749	33.59	32.04	28.32	27.52	31.79	110.32	13	7.76	0.719	-5.35	-51.45	-100.00	2.41	45.05	-6.45	
110.34	0.729	32.73	31.18	27.48	26.92	30.77	111.09	12	7.85	0.559	-5.12	-44.22	-100.00	2.73	45.17	7.04	
111.89	0.689	33.66	31.36	29.78	29.08	31.10	111.09	12	5.55	0.511	-5.60	-40.26	-100.00	-0.04	45.17	14.35	
113.48	0.643	33.68	32.15	28.39	26.70	31.91	114.27	12	5.39	0.461	-6.49	-40.95	-100.00	-1.10	45.66	16.49	
116.79	0.708	32.17	30.61	26.95	25.86	30.09	116.74	12	5.01	0.546	-6.46	-44.77	-100.00	-1.45	46.03	11.40	
115.94	0.636	31.20	29.16	26.91	25.92	28.84	115.07	12	2.10	0.532	-3.67	-44.19	-100.00	-1.57	45.78	3.81	
114.29	0.670	29.57	27.12	25.84	23.40	26.83	114.27	12	4.52	0.484	-1.96	-45.01	-100.00	2.56	45.66	-7.18	
113.48	0.735	29.43	26.87	25.90	22.38	26.50	113.42	12	4.54	0.580	-1.34	-49.61	-100.00	3.20	45.53	-14.73	
112.68	0.669	29.43	26.65	26.11	24.61	26.22	112.64	12	1.83	0.565	-10000	-46.77	-100.00	1.83	45.41	-10000	
111.89	0.568	29.09	25.94	26.17	24.64	25.56	111.86	12	-1.59	0.603	-0.11	-48.32	-100.00	-1.70	45.29	-10000	
111.89	0.493	28.56	24.78	26.16	26.73	21.62	-10000	1	-2.84	0.645	-1.14	-48.18	-100.00	-3.98	-10000	-10000	
54.61	0.703	27.23	24.42	23.93	25.20	19.55	-10000	1	3.49	0.551	-3.90	-45.63	-100.00	-0.41	-10000	-10000	
53.51	0.762	27.81	24.97	24.56	23.14	24.54	-10000	1	5.29	0.617	-6.32	-50.45	-100.00	-1.04	-10000	-10000	
-10000	-10000	28.89	25.06	26.52	27.64	-10000	-10000	0	3.27	0.722	-7.08	-51.51	-100.00	-3.81	-10000	-10000	
48.93	0.645	28.56	25.82	25.23	27.35	-10000	-10000	0	2.20	0.717	-8.46	-51.49	0.42	-6.25	-10000	-10000	
161.62	0.311	26.57	23.06	23.93	24.02	16.17	-10000	1	1.07	0.552	-5.28	-46.84	-100.00	-4.21	-10000	-10000	
51.28	0.887	25.05	20.34	23.17	20.80	15.69	-10000	1	3.94	0.585	-0.48	-51.39	0.26	0.52	-10000	-10000	
-10000	-10000	22.40	17.00	20.66	15.16	15.60	-10000	1	2.14	0.446	3.32	-52.01	-100.00	2.14	-10000	-10000	
50.63	0.726	25.84	16.98	25.19	18.76	-10000	-10000	1	2.42	0.677	4.78	-57.79	-100.00	2.42	-10000	-10000	
50.31	0.703	28.08	15.66	27.79	18.95	-10000	-10000	1	-2.36	0.542	3.93	-51.53	-100.00	-2.36	-10000	-10000	
49.84	0.945	34.70	15.63	34.64	18.96	-10000	-10000	1	-5.47	0.537	1.95	-51.33	-100.00	-5.47	-10000	-10000	
50.00	0.848	37.55	16.24	37.51	20.12	8.65	-10000	1	-6.77	0.568	2.05	-51.38	-100.00	-6.77	-10000	-10000	
50.47	0.737	31.82	15.48	31.70	19.08	-10000	-10000	1	-4.09	0.538	5.83	-51.25	-100.00	-4.09	-10000	-10000	
50.79	0.869	23.77	13.30	23.29	15.99	-10000	-10000	1	1.52	0.447	8.81	-51.22	0.27	1.52	-10000	-10000	
50.47	0.816	20.65	15.03	18.95	16.38	-10000	-10000	1	4.77	0.556	8.05	-54.64	-100.00	4.77	-10000	-10000	
50.47	0.927	20.50	15.25	18.78	16.73	-10000	-10000	1	3.55	0.616	7.30	-56.81	-100.00	3.55	-10000	-10000	
50.00	0.813	19.44	14.12	17.59	15.93	-10000	-10000	1	3.48	0.557	9.55	-55.13	-100.00	3.48	-10000	-10000	
50.63	0.932	19.35	13.75	17.68	14.59	9.44	-10000	1	3.14	0.556	6.86	-56.43	-100.00	3.14	-10000	-10000	
50.31	0.877	20.01	13.45	18.72	15.33	-10000	-10000	1	2.20	0.429	4.76	-51.32	-100.00	2.20	-10000	-10000	
50.96	0.910	22.80	13.83	22.10	16.00	-10000	-10000	1	1.61	0.462	4.32	-51.68	-100.00	1.61	-10000	-10000	
50.96	0.941	26.24	14.86	25.87	19.50	-10000	-10000	1	-2.72	0.567	6.32	-51.96	-100.00	-2.72	-10000	-10000	
50.16	0.842	27.18	14.93	26.88	20.12	10.54	-10000	1	-2.60	0.451	7.37	-47.21	-100.00	-2.60	-10000	-10000	
135.59	0.399	28.65	16.72	28.33	20.86	-10000	-10000	1	-2.18	0.563	6.14	-50.44	-100.00	-2.18	-10000	-10000	
-10000	-10000	30.20	20.21	29.72	22.53	-10000	-10000	1	0.30	0.599	5.01	-50.26	-100.00	0.30	-10000	-10000	
56.34	0.598	29.63	19.01	29.21	20.94	-10000	-10000	1	-0.22	0.549	3.68	-49.81	-100.00	-0.22	-10000	-10000	
57.97	0.482	28.87	19.36	28.32	19.14	16.60	-10000	1	4.30	0.484	-10000	-49.27	-100.00	4.30	-10000	-10000	
119.40	0.307	27.08	20.56	25.94	18.25	18.31	-10000	1	6.31	0.586	-10000	-53.98	-100.00	6.31	-10000	-10000	
55.94	0.463	23.59	19.78	21.10	20.38	-10000	-10000	1	7.59	0.442	-10000	-46.67	-100.00	7.59	-10000	-10000	
-10000	-10000	22.92	19.84	19.81	20.66	-10000	-10000	1	12.27	0.545	-10000	-49.93	-100.00	12.27	-10000	-10000	
222.22	0.464	22.65	19.50	19.62	16.02	18.02	-10000	1	12.92	0.642	-10000	-58.74	0.33	12.92	-10000	-10000	
-10000	-10000	22.69	19.96	19.12	20.40	-10000	-10000	1	12.81	0.539	-10000	-49.97	-100.00	12.81	-10000	-10000	
197.53	0.449	21.79	19.09	18.21	19.54	-10000	-10000	1	11.13	0.522	10.48	-50.20	-100.00	11.13	-10000	-10000	
49.54	0.931	21.18	18.71	17.21	14.70	17.23	-10000	1	12.58	0.621	8.42	-59.07	-100.00	12.58	-10000	-10000	
200.00	0.426	21.03	18.15	17.50	14.52	16.59	-10000	1	14.10	0.655	10.83	-60.88	-100.00	14.10	-10000	-10000	
52.46	0.737	21.28	18.35	17.96	14.00	17.19	-10000	1	13.12	0.426	-10000	-52.56	-100.00	13.12	-10000	-10000	
54.79	0.772	23.88	20.54	21.01	18.54	18.75	-10000	1	8.18	0.557	-10000	-52.52	-100.00	8.18	-10000	-10000	
56.14	0.711	25.43	21.86	22.81	20.91	18.53	-10000	1	5.10	0.495	-10000	-47.87	-100.00	5.10	-10000	-10000	
116.79	0.577	26.61	24.39	22.51	20.83	22.64	-10000	1	8.25	0.546	-10000	-49.80	-100.00	8.25	-10000	-10000	
116.79	0.655	27.42	26.27	20.94	22.84	24.27	114.27	12	4.75	0.521	-10000	-46.86	-100.00	4.75	45.66	-10000	
115.11	0.678	27.93	26.09	23.21	23.46	24.41	115.94	12	3.32	0.623	-1.49	-50.40	-100.00	1.83	45.91	-10000	
114.29	0.681	28.27	26.61	23.22	23.45	24.23	114.27	12	6.58	0.575	-3.08	-48.33	-100.00	3.50	45.66	-10000	
115.11	0.506	28.51	25.96	24.91	24.68	22.90	-10000	0	3.52	0.505	-6.14	-44.45	-100.00	-2.62	-10000	-10000	
-10000	-10000	29.61	25.45	27.48	26.94	-10000	-10000	0	0.61	0.572	-11.46	-44.72	-100.00	-10.86	-10000	-10000	
-10000	-10000	36.01	28.89	35.07	29.66	15.60	-10000	0	-10.13	0.436	-0.82	-37.20	-100.00	-10.94	-10000	-10000	
49.38	0.705	39.33	28.84	38.92	30.51	-10000	-10000	5	-12.54	0.662	6.01	-45.25	-100.00	-12.54	-10000	-10000	
50.96	0.746	39.46	23.70	39.34	25.86	9.86	-10000	1	-8.53	0.492	7.24	-42.82	-100.00	-8.53	-10000	-10000	
50.00	0.948	37.43	21.12	37.33	23.44	-10000	-10000	1	-6.33	0.560	6.50	-47.74	-100.00	-6.33	-10000	-10000	
49.84	0.754	37.53	20.90	37.43	22.94	10.88	-10000	1	-4.84	0.511	7.40	-46.40	-100.00	-4.84	-10000	-10000	
49.84	0.827	38.92	23.85	38.78	25.73	-10000	-10000	1	-7.50	0.477	8.57	-42.44	-100.00	-7.50	-10000	-10000	
51.28	0.835	40.88	26.75	40.71	29.52	-10000	-10000	0	-12.03	0.514	6.36	-39.93	-100.00	-14.37	-10000	-10000	
50.47	0.986	40.90	30.47	40.49	32.68	-10000	-10000	0	-2.17	0.592	2.22	-39.81	-100.00	-16.15	-10000	-10000	
49.84	0.796	34.67	26.82	33.89	28.19	-10000	-10000	0	3.04	0.436	5.89	-38.67	-100.00	-7.73	-10000	-10000	
49.84	0.708	21.38	15.45	19.88	16.77	-10000	-10000	1	2.54	0.483	5.20	-51.61	-100.00	2.54	-10000	-10000	
50.79	0.633	20.42	14.56	18.93	16.49	-10000	-10000	1	3.55	0.529	6.79	-53.50	-100.00	3.55	-10000	-10000	
158.42	0.280	30.67	27.61	27.68	28.19	-10000	-10000	0	-6.11	0.753	2.52	-53.02	-100.00	-6.11	-10000	-10000	
50.00	0.603	33.72	30.80	30.59	31.27	-10000	-10000	0	-10.52	0.688	1.82	-45.88	0.34	-10.52	-10000	-10000	
158.42	0.411	29.78	26.55	26.95	27.46	-10000	-10000	5	-7.88	0.437	10.02	-39.43	-100.00	-7.88	-10000	-10000	
-10000	-10000	28.27	26.70	22.98	25.25	22.44	-10000	5	0.33	0.552	-1.71	-45.61	-100.00	-1.38	-10000	-10000	
51.78	0.712	27.56	26.42	21.00	26.84	-10000	-10000	0	2.90	0.515	-2.09	-42.65	-100.00	0.81	-10000	-10000	
51.61	0.773	25.32	23.03	21.29	24.01	-10000	-10000	1	4.68	0.513	-10000	-45.40	-100.00	4.68	-10000	-10000	
102.56	0.516	24.11	21.48	20.51	20.46	18.99	-10000	1	3.56	0.423	6.97	-46.01	-100.00	3.56	-10000	-10000	
100.63	0.530	24.15	21.07	21.04	20.13	18.76	-10000	1	1.80	0.444	3.19	-46.98	-100.00	1.80	-10000	-10000	
101.27	0.536	23.47	20.94	19.68	21.99	-10000	-10000	1	3.83	0.544	4.76	-48.57	-100.00	3.83	-10000	-10000	
51.12	0.984	23.79	21.41	19.76	20.37	18.20	-10000	1	4.28	0.596	-10000	-52.29	-100.00	4.28	-10000	-10000	
101.91	0.602	26.07	23.38	22.56	20.94	22.44	-10000	1	0.59	0.585	2.25	-51.25	-100.00	0.59	-10000	-10000	
50.96	0.995	27.63	25.60	23.27	20.88	24.82	101.22	12	5.61	0.548	-10000	-49.83	-100.00	3.70	43.56	-10000	
101.91	0.697	27.93	26.30	22.75	25.17	21.76	101.22	12	5.62	0.632	0.50	-49.11	-100.00	5.62	43.56	-10000	
100.63	0.610	26.88	25.04	22.08	18.71	24.72	100.58	12	7.50	0.598	-10000	-54.04	-100.00	7.50	43.45	-10000	
101.27	0.711	26.52	24.58	21.96	19.93	24.36	-10000	1	5.56	0.589	2.60	-52.43	-100.00	5.56	-10000	-10000	
100.63	0.643	25.11	23.18	20.30	20.95	21.23	-10000	1	6.05	0.655	4.14	-54.45	-100.00	6.05	-10000	-10000	
101.91	0.724	24.62	23.13	19.05	18.27	21.96	-10000	1	11.75	0.671	8.76	-57.96	-100.00	11.75	-10000	-10000	
103.23	0.742	24.54	23.02	18.75	17.92	21.89	-10000	1	14.91	0.693	-10000	-59.51	-100.00	14.91	-10000	-10000	
104.58	0.756	24.93	23.47	19.39	17.62	22.46	-10000	1	14.00	0.626	-10000	-56.38	-100.00	14.00	-10000	-10000	
105.96	0.791	24.47	22.91	18.77	17.47	21.81	-10000	1	13.39	0.611	-10000	-55.85	-100.00	13.39	-10000	-10000	
105.96	0.746	24.46	23.07	18.71	17.77	22.08	-10000	1	12.74	0.611	-10000	-55.55	-100.00	12.74	-10000	-10000	
108.84	0.746	25.27	23.72	19.80	19.15	22.62	-10000	1	11.22	0.507	-10000	-50.05	-100.00	11.22	-10000	-10000	
110.34	0.814	25.86	25.03	17.96	18.65	24.18	106.62	12	14.86	0.527	-10000	-51.27	-100.00	14.86	44.46	-10000	
107.38	0.767	26.86	26.12	18.65	14.60	25.96	106.62	13	17.39	0.657	-10000	-60.90	-100.00	17.39	44.46	-10000	
106.67	0.804	27.17	26.27	19.49	14.98	26.16	105.95	12	10.34	0.615	-10000	-58.52	-100.00	10.34	44.35	-9.77	
103.90	0.770	27.59	26.62	20.49	18.23	26.48	104.55	12	9.39	0.611	-10000	-55.09	-100.00	9.39	44.12	-29.07	
101.91	0.770	27.27	26.25	20.00	17.40	26.12	98.74	12	9.32	0.432	0.03	-49.34	-100.00	9.32	43.13	-10000	
98.77	0.758	26.57	25.40	20.20	16.80	25.24	99.94	12	10.61	0.443	4.18	-50.28	-100.00	10.61	43.34	-10000	
96.97	0.745	25.65	23.90	20.51	20.10	22.19	-10000	1	13.29	0.614	4.83	-53.35	-100.00	13.29	-10000	-10000	
94.67	0.569	25.15	22.97	21.01	19.38	21.34	-10000	1	11.24	0.529	3.24	-50.61	-100.00	11.24	-10000	-10000	
90.91	0.695	25.40	23.81	19.95	15.94	23.57	-10000	1	12.98	0.533	4.53	-54.20	-100.00	12.98	-10000	-10000	
90.40	0.682	25.06	22.99	20.58	19.45	21.55	-10000	1	11.38	0.478	3.95	-48.76	-100.00	11.38	-10000	-10000	
195.12	0.433	24.37	21.45	21.21	18.77	19.75	-10000	1	7.85	0.586	2.68	-53.46	-100.00	7.85	-10000	-10000	
87.43	0.687	23.72	21.17	19.68	17.92	19.34	-10000	1	8.91	0.587	3.76	-54.36	-100.00	8.91	-10000	-10000	
86.02	0.608	24.01	21.50	20.32	21.88	-10000	-10000	1	11.03	0.512	3.05	-47.50	-100.00	11.03	-10000	-10000	
86.49	0.460	22.66	19.17	19.75	17.42	16.25	-10000	1	4.44	0.575	0.46	-54.36	-100.00	4.44	-10000	-10000	
45.98	0.796	24.94	18.75	23.57	19.44	-10000	-10000	1	8.01	0.456	0.44	-48.05	-100.00	8.01	-10000	-10000	
47.76	0.712	31.76	20.22	31.43	21.11	-10000	-10000	1	3.85	0.637	-1.48	-53.41	-100.00	2.38	-10000	-10000	
48.63	0.815	24.19	17.39	23.01	18.90	-10000	-10000	1	4.46	0.530	2.59	-51.13	-100.00	4.46	-10000	-10000	
48.78	0.614	22.50	19.08	19.78	20.32	-10000	-10000	1	6.22	0.690	0.40	-56.94	-100.00	6.22	-10000	-10000	
50.96	0.586	22.68	19.55	19.45	20.34	-10000	-10000	1	5.69	0.574	-2.29	-51.40	-100.00	3.40	-10000	-10000	
52.29	0.680	22.10	18.94	19.11	19.97	-10000	-10000	1	3.51	0.497	0.18	-48.88	-100.00	3.51	-10000	-10000	
55.17	0.614	21.11	16.65	18.71	17.67	-10000	-10000	1	6.33	0.493	4.67	-51.04	-100.00	6.33	-10000	-10000	
51.78	0.622	20.61	16.12	18.48	15.41	12.16	-10000	1	6.71	0.490	4.64	-53.20	-100.00	6.71	-10000	-10000	
145.45	0.270	19.95	15.21	17.87	16.05	-10000	-10000	1	6.94	0.524	6.81	-53.76	-100.00	6.94	-10000	-10000	
49.84	0.656	19.25	14.36	17.18	13.72	10.31	-10000	1	6.55	0.526	8.25	-56.16	-100.00	6.55	-10000	-10000	
50.47	0.981	18.81	13.57	16.95	14.91	-10000	-10000	1	3.58	0.564	4.82	-56.43	-100.00	3.58	-10000	-10000	
50.63	0.708	19.18	12.78	17.68	12.67	8.94	-10000	1	4.00	0.523	5.59	-57.10	-100.00	4.00	-10000	-10000	
50.00	1.012	18.03	12.47	16.33	13.56	-10000	-10000	1	5.85	0.409	7.25	-52.49	-100.00	5.85	-10000	-10000	
50.31	0.754	18.69	12.41	17.14	12.06	9.24	-10000	1	3.45	0.487	7.87	-56.45	-100.00	3.45	-10000	-10000	
50.47	0.882	20.18	15.09	18.34	16.61	-10000	-10000	1	3.76	0.584	7.70	-55.54	-100.00	3.76	-10000	-10000	
51.78	0.746	20.79	16.74	18.35	17.90	-10000	-10000	1	4.54	0.644	7.31	-56.96	-100.00	4.54	-10000	-10000	
50.47	0.886	20.91	17.02	18.35	18.24	-10000	-10000	1	1.19	0.504	3.42	-50.86	-100.00	0.19	-10000	-10000	
49.69	0.797	22.88	19.72	19.84	20.89	-10000	-10000	1	4.07	0.534	4.07	-49.29	-100.00	-3.52	-10000	-10000	
49.23	0.803	24.16	20.64	21.45	21.82	-10000	-10000	1	-2.01	0.528	3.02	-48.14	-100.00	-7.64	-10000	-10000	
51.12	0.717	25.36	19.92	23.82	22.54	-10000	-10000	1	-1.80	0.550	6.11	-48.25	-100.00	-2.63	-10000	-10000	
150.94	0.408	27.27	20.47	26.21	23.32	9.64	-10000	1	-3.95	0.424	9.31	-43.18	-100.00	-4.62	-10000	-10000	
