#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
50.16	0.624	19.25	12.91	17.82	11.63	10.18	-10000	1	7.62	0.553	7.27	-61.06	-100.00	7.62	-10000	-10000	
50.16	1.007	19.31	13.80	17.61	15.45	-10000	-10000	1	2.70	0.564	6.56	-57.68	-100.00	2.70	-10000	-10000	
50.31	0.636	19.77	14.29	18.04	16.14	-10000	-10000	1	2.84	0.460	5.00	-53.27	0.32	2.84	-10000	-10000	
49.69	0.964	20.37	13.44	19.18	15.82	-10000	-10000	1	2.17	0.573	11.05	-57.67	0.55	2.17	-10000	-10000	
68.09	0.427	20.10	14.35	18.49	15.14	10.29	-10000	1	2.91	0.537	7.86	-56.94	-100.00	2.91	-10000	-10000	
156.86	0.297	20.68	15.84	18.74	17.18	-10000	-10000	1	3.84	0.497	4.31	-53.46	-100.00	3.84	-10000	-10000	
166.67	0.586	24.01	21.65	20.06	22.37	-10000	-10000	1	11.10	0.466	11.00	-47.23	-100.00	11.10	-10000	-10000	
155.34	0.688	29.09	27.33	24.25	24.43	26.33	-10000	0	8.43	0.571	5.20	-48.98	-100.00	8.43	-10000	-10000	
149.53	0.769	33.05	30.62	29.35	30.22	28.61	-10000	0	4.12	0.614	3.91	-45.02	-100.00	4.12	-10000	-10000	
153.85	0.901	35.53	32.46	32.57	32.65	30.99	158.37	12	3.88	0.448	1.48	-36.38	-100.00	3.88	51.31	-10000	
155.34	0.941	35.56	34.59	28.54	31.39	32.95	156.83	12	5.11	0.559	1.81	-41.54	-100.00	5.11	51.14	-10000	
155.34	0.980	35.54	34.65	28.20	30.51	33.61	156.83	13	11.56	0.558	2.93	-42.38	-100.00	11.56	51.14	-10000	
155.34	0.941	34.73	33.65	28.11	28.82	33.16	156.83	13	12.11	0.553	4.71	-44.27	-100.00	12.11	51.14	-3.35	
156.86	0.941	33.17	32.92	20.44	22.18	32.64	156.83	13	13.90	0.476	6.20	-50.47	-100.00	13.90	51.14	-4.74	
156.86	0.974	33.38	33.20	19.18	19.63	33.04	156.83	13	19.25	0.535	6.28	-53.54	-100.00	19.25	51.14	-8.30	
156.86	0.964	33.53	33.37	19.05	19.78	33.20	155.29	13	16.75	0.578	5.84	-53.91	-100.00	16.75	50.97	-16.06	
155.34	0.972	33.92	33.75	19.47	19.96	33.60	153.78	13	16.86	0.631	4.88	-56.06	-100.00	16.86	50.80	-23.42	
153.85	0.965	34.59	34.40	20.89	21.08	34.27	152.36	13	19.23	0.702	3.89	-58.66	-100.00	19.23	50.64	-30.72	
150.94	0.983	35.31	35.03	23.25	22.66	34.89	148.11	13	17.10	0.649	2.27	-54.23	-100.00	17.10	50.15	-38.53	
146.79	0.896	36.08	35.59	26.33	26.03	35.42	145.40	12	9.88	0.579	1.00	-47.70	-100.00	9.88	49.83	-49.00	
141.59	0.866	37.39	36.58	29.70	29.96	36.39	141.59	12	5.51	0.621	-4.17	-45.60	-100.00	1.34	49.37	-55.66	
136.75	0.754	37.79	37.21	28.80	29.29	37.02	136.68	12	10.27	0.623	-6.42	-46.36	-100.00	1.82	48.76	-58.16	
131.15	0.672	37.92	36.86	31.29	31.42	36.60	130.06	12	5.63	0.638	-4.26	-44.94	-100.00	-0.53	47.90	-59.06	
125.98	0.765	36.74	34.65	32.56	32.81	34.17	125.92	12	1.73	0.620	-2.59	-42.70	-100.00	-1.46	47.34	-54.54	
123.08	0.785	35.00	32.97	30.71	30.43	32.33	123.04	12	3.77	0.563	-2.33	-42.66	-100.00	-0.45	46.94	-44.19	
121.21	0.735	34.54	31.04	31.97	31.50	30.17	121.21	12	-0.60	0.503	-3.10	-39.35	-100.00	-3.71	46.68	-27.81	
120.30	0.915	33.25	29.68	30.71	30.94	28.50	120.23	13	-2.49	0.563	-0.41	-42.15	-100.00	-2.90	46.54	-11.61	
119.40	0.784	31.82	28.33	29.23	29.03	26.50	120.23	12	-0.17	0.633	-10000	-47.09	-100.00	-0.17	46.54	-1.65	
119.40	0.779	28.55	27.12	22.92	20.47	26.92	121.21	12	9.94	0.444	-10000	-48.43	-100.00	9.94	46.68	6.25	
124.03	0.888	29.63	29.21	19.07	15.66	29.10	122.12	13	18.96	0.637	-10000	-60.65	-100.00	18.96	46.81	12.52	
125.00	0.921	29.66	29.28	18.63	14.73	29.18	122.12	13	23.18	0.566	-10000	-58.48	-100.00	23.18	46.81	14.13	
125.00	0.919	29.90	28.89	22.96	20.06	28.66	123.97	13	15.73	0.468	-10000	-49.61	-100.00	15.73	47.07	16.63	
126.98	0.829	31.35	28.88	27.68	26.54	28.42	125.92	12	3.95	0.664	-10000	-51.11	-100.00	3.95	47.34	-7.16	
129.03	0.861	39.65	31.57	38.91	39.13	29.28	125.92	12	-4.49	0.549	2.16	-33.41	-100.00	-4.49	47.34	-14.12	
129.03	0.931	41.85	35.75	40.63	41.49	29.35	127.97	12	-6.13	0.581	6.82	-32.33	0.44	-6.13	47.62	-36.14	
128.00	0.769	37.60	34.92	34.22	36.81	27.42	116.74	12	-3.45	0.642	7.70	-39.74	0.50	-3.45	46.03	-13.15	
125.98	0.686	34.59	32.31	30.67	32.76	25.84	-10000	0	1.20	0.744	6.17	-49.62	-100.00	1.20	-10000	27.66	
134.45	0.822	38.03	33.06	36.36	31.79	28.24	130.06	12	8.43	0.624	6.76	-43.91	0.50	8.43	47.90	49.24	
140.35	0.891	37.66	33.95	35.24	29.32	32.77	139.07	12	8.06	0.648	5.97	-47.52	-100.00	8.06	49.06	87.29	
144.14	0.880	35.41	33.07	31.59	26.45	32.84	141.59	12	7.23	0.660	7.76	-51.00	-100.00	7.23	49.37	84.60	
148.15	0.897	34.90	33.72	28.64	25.02	33.47	145.40	12	12.59	0.628	9.00	-50.86	-100.00	12.59	49.83	54.51	
152.38	0.919	36.56	35.63	29.37	25.02	35.59	152.36	13	11.71	0.718	10.05	-55.68	-100.00	11.71	50.64	47.59	
156.86	0.966	39.24	38.36	31.86	28.64	38.31	155.29	13	11.50	0.782	5.05	-56.53	-100.00	11.50	50.97	39.57	
158.42	0.985	40.58	39.95	31.88	28.66	39.91	159.94	13	14.07	0.752	3.29	-54.27	-100.00	14.07	51.48	28.30	
161.62	0.979	40.82	40.32	31.20	28.79	40.29	163.20	13	11.97	0.707	2.68	-52.85	0.25	11.97	51.83	16.18	
163.27	0.981	40.21	39.67	30.84	28.23	39.65	163.20	13	13.37	0.704	5.67	-51.62	-100.00	13.37	51.83	5.80	
163.27	0.979	39.48	39.10	28.69	24.18	39.07	163.20	13	14.03	0.750	5.83	-58.61	-100.00	14.03	51.83	-1.42	
160.00	0.935	38.93	38.48	28.88	24.27	38.46	161.61	13	16.62	0.699	5.95	-55.29	-100.00	16.62	51.66	-9.78	
158.42	0.952	37.44	37.09	26.16	23.95	37.03	158.37	13	19.05	0.706	7.09	-56.02	-100.00	19.05	51.31	-13.67	
158.42	0.974	37.33	37.18	22.69	22.81	37.03	161.61	13	17.38	0.705	7.54	-57.10	-100.00	17.38	51.66	-20.68	
156.86	0.973	37.19	36.84	26.05	22.84	36.68	156.83	13	19.00	0.714	6.89	-57.61	-100.00	19.00	51.14	-23.16	
155.34	0.967	36.70	36.48	23.48	21.38	36.36	155.29	13	17.72	0.609	6.66	-53.64	-100.00	17.72	50.97	-29.84	
150.94	0.976	36.21	36.00	22.74	21.03	35.88	149.49	13	18.42	0.586	6.36	-52.99	-100.00	18.42	50.31	-38.41	
148.15	0.973	35.38	35.23	20.55	21.39	35.07	149.49	13	17.00	0.501	3.88	-49.39	-100.00	17.00	50.31	-37.22	
145.45	0.932	33.62	33.37	20.95	18.53	33.27	142.82	13	17.25	0.591	1.60	-55.71	-100.00	17.25	49.52	-10000	
142.86	0.794	32.07	30.73	26.26	22.36	30.50	141.59	13	15.27	0.581	-0.17	-51.46	-100.00	15.10	49.37	-10000	
137.93	0.473	39.61	31.59	38.86	34.63	26.99	-10000	0	3.48	0.746	-3.76	-47.88	-100.00	-0.28	-10000	-10000	
136.75	0.612	38.05	33.97	35.89	33.37	30.76	-10000	0	1.07	0.516	-2.94	-37.94	-100.00	-1.87	-10000	-10000	
131.15	0.855	39.44	36.08	36.75	33.63	33.74	131.12	12	3.79	0.571	-4.54	-39.78	-100.00	-0.75	48.04	-10000	
130.08	0.885	39.58	37.53	35.34	35.81	34.31	130.06	12	2.68	0.640	-6.47	-40.64	-100.00	-3.79	47.90	-10000	
128.00	0.834	38.58	37.83	30.59	34.72	35.71	126.94	12	1.86	0.683	-9.09	-43.94	0.37	-7.23	47.48	-30.99	
126.98	0.795	39.17	38.21	32.11	34.06	37.11	125.92	12	5.57	0.666	-11.20	-43.70	-100.00	-5.63	47.34	-26.49	
124.03	0.848	39.29	38.14	32.97	33.84	37.39	123.97	13	9.07	0.710	-11.79	-46.37	-100.00	-2.72	47.07	-29.09	
122.14	0.791	38.34	37.55	30.49	31.20	37.08	122.12	12	9.69	0.691	-9.61	-47.91	-100.00	-2.49	46.81	-31.79	
119.40	0.719	36.88	36.17	28.65	29.36	35.64	119.40	12	9.77	0.695	-11.46	-49.97	0.36	-4.20	46.42	-35.15	
116.79	0.651	36.93	36.02	29.70	29.68	35.33	116.74	13	9.64	0.721	-7.59	-51.20	0.67	-4.51	46.03	-10000	fr
113.48	0.549	37.64	35.52	33.51	33.58	34.30	113.42	13	4.13	0.763	-5.63	-50.14	0.52	-8.37	45.53	-10000	fr
50.47	0.723	39.36	32.11	38.45	34.73	-10000	-10000	0	-3.03	0.610	-7.23	-40.33	0.31	-14.10	-10000	-10000	fr
-10000	-10000	43.63	26.37	43.54	32.22	-10000	-10000	0	-11.33	0.341	-0.89	-33.73	0.31	-12.90	-10000	-10000	fr
50.63	0.760	47.09	25.26	47.06	33.28	-10000	-10000	0	-14.62	0.403	5.19	-34.39	-100.00	-17.68	-10000	-10000	
-10000	-10000	49.07	26.53	49.04	34.91	12.52	-10000	5	-18.17	0.469	2.64	-34.79	-100.00	-18.17	-10000	-10000	
50.63	0.873	48.30	26.57	48.27	34.06	8.45	-10000	5	-17.67	0.502	2.62	-36.76	-100.00	-20.76	-10000	-10000	
50.31	0.595	47.30	28.33	47.25	34.91	8.21	-10000	0	-16.52	0.588	2.60	-39.20	-100.00	-22.46	-10000	-10000	
49.23	0.846	49.63	29.95	49.58	36.24	-10000	-10000	0	-13.78	0.635	-2.01	-39.97	-100.00	-20.21	-10000	-10000	
50.63	0.664	48.67	29.94	48.61	34.15	9.34	-10000	0	-13.52	0.648	-0.48	-42.69	-100.00	-21.16	-10000	-10000	
48.93	0.750	43.78	26.50	43.70	31.77	-10000	-10000	0	-12.91	0.531	2.92	-40.09	-100.00	-16.54	-10000	-10000	
-10000	-10000	37.68	22.69	37.53	28.40	-10000	-10000	1	-9.49	0.331	0.99	-37.29	-100.00	-9.49	-10000	-10000	
125.00	0.454	32.35	27.10	30.79	23.73	25.82	-10000	7	7.97	0.465	3.38	-45.84	0.32	7.97	-10000	-10000	
124.03	0.702	30.37	29.40	23.31	23.72	28.27	124.98	12	14.55	0.678	-10000	-54.67	-100.00	14.55	47.21	-10000	
122.14	0.786	28.46	27.69	20.43	19.45	27.15	124.98	13	15.72	0.641	-10000	-57.05	-100.00	15.72	47.21	-10000	
121.21	0.826	27.87	26.87	20.82	18.83	26.30	120.23	13	15.74	0.702	-10000	-60.91	-100.00	15.74	46.54	15.13	
118.52	0.799	27.59	26.79	19.67	18.13	26.33	118.51	12	14.37	0.618	-10000	-57.29	-100.00	14.37	46.29	-33.08	
115.94	0.919	28.60	27.89	20.07	19.60	27.42	115.94	12	12.18	0.522	-10000	-51.93	-100.00	12.18	45.91	-32.46	
114.29	0.903	28.90	28.00	21.51	22.43	26.96	113.42	12	12.17	0.542	-10000	-49.84	-100.00	12.17	45.53	-23.43	
113.48	0.871	29.20	28.28	21.84	20.74	27.86	112.64	12	10.37	0.603	-10000	-54.01	-100.00	10.37	45.41	-16.86	
111.89	0.852	29.62	28.72	22.22	20.75	28.56	111.09	12	9.26	0.635	-10000	-55.46	-100.00	9.26	45.17	-10.42	
111.11	0.800	30.35	29.47	22.92	21.33	29.37	111.09	12	10.75	0.562	-10000	-51.72	-100.00	10.75	45.17	-5.20	
111.11	0.897	31.33	30.33	24.34	23.11	30.22	111.09	12	8.60	0.603	-10000	-51.64	-100.00	8.60	45.17	-1.34	
111.11	0.769	31.05	30.34	22.81	22.41	30.08	111.09	12	10.26	0.682	-0.45	-56.20	-100.00	9.81	45.17	1.49	
111.11	0.763	30.57	29.26	24.61	17.87	29.15	111.09	12	14.14	0.552	-0.59	-54.78	-100.00	13.55	45.17	-10000	
111.11	0.703	37.40	27.98	36.87	16.95	27.84	111.86	12	12.50	0.529	-10000	-54.83	-100.00	12.50	45.29	-10000	
110.34	0.398	30.94	23.28	30.10	23.47	-10000	-10000	1	13.85	0.408	-10000	-44.34	-100.00	13.85	-10000	-10000	
-10000	-10000	21.78	16.05	20.11	17.06	-10000	-10000	1	6.27	0.366	-10000	-49.56	-100.00	6.27	-10000	-10000	
50.16	0.943	20.91	13.50	19.87	14.84	-10000	-10000	1	0.65	0.501	6.28	-55.94	-100.00	0.65	-10000	-10000	
-10000	-10000	20.28	13.84	18.83	15.73	-10000	-10000	1	3.71	0.493	10.62	-54.77	-100.00	3.71	-10000	-10000	
50.00	1.048	20.10	14.14	18.61	15.71	-10000	-10000	1	3.22	0.573	5.67	-57.78	-100.00	3.22	-10000	-10000	
164.95	0.282	30.18	25.06	28.54	25.61	-10000	-10000	0	3.41	0.750	5.46	-57.18	0.20	-3.85	-10000	-10000	
52.63	0.759	41.39	36.72	39.58	37.20	12.01	-10000	0	7.01	0.802	-16.13	-49.64	-100.00	-13.08	-10000	-10000	
61.54	0.418	45.14	40.60	43.26	41.20	-10000	-10000	0	7.19	0.635	-21.04	-35.01	0.39	-16.54	-10000	-10000	
47.76	0.929	43.76	39.48	41.74	40.05	10.39	-10000	0	11.20	0.431	-13.35	-28.45	-100.00	-18.98	-10000	-10000	
59.93	0.429	42.16	34.77	41.28	35.73	-10000	-10000	6	4.32	0.367	-14.81	-30.92	-100.00	-18.83	-10000	-10000	
54.42	0.643	40.60	34.34	39.42	35.26	-10000	-10000	5	3.29	0.555	-13.51	-37.51	-100.00	-16.42	-10000	-10000	
136.75	0.523	41.18	36.32	39.46	37.43	22.16	-10000	0	9.32	0.519	-6.80	-33.99	-100.00	-3.59	-10000	-10000	
132.23	0.664	42.66	40.24	38.97	40.68	27.43	132.18	12	10.64	0.664	-3.80	-36.97	-100.00	-0.73	48.18	-10000	
125.00	0.680	40.57	38.80	35.80	39.15	28.20	123.97	12	6.57	0.608	-8.43	-35.82	-100.00	-1.86	47.07	-10000	
124.03	0.781	41.32	39.40	36.85	34.98	39.03	123.97	12	7.02	0.681	-10.94	-43.57	0.39	-3.91	47.07	-10000	
124.03	0.892	41.83	40.45	36.20	36.95	39.41	123.97	13	5.81	0.736	-9.61	-44.89	0.82	-3.80	47.07	-18.32	fr
124.03	0.882	41.24	40.09	34.91	37.94	37.61	123.97	13	2.27	0.764	-6.17	-45.85	0.81	-3.90	47.07	-0.14	fr
124.03	0.823	38.25	36.56	33.32	34.82	33.98	124.98	13	-0.20	0.745	-2.37	-47.62	0.75	-2.57	47.21	0.17	fr
118.52	0.698	36.93	30.74	35.73	28.52	28.18	121.21	12	6.36	0.600	-1.67	-46.10	-100.00	4.69	46.68	2.22	fr
123.08	0.721	38.87	26.41	38.62	26.27	25.76	123.97	12	1.49	0.471	2.40	-43.50	-100.00	1.49	47.07	4.25	fr
125.98	0.841	40.00	26.84	39.78	25.85	26.26	124.98	12	4.50	0.466	2.11	-43.75	0.39	4.50	47.21	7.59	
125.98	0.867	42.35	27.03	42.22	25.70	26.02	126.94	12	2.85	0.547	0.72	-46.76	-100.00	2.85	47.48	13.65	
128.00	0.717	45.19	26.23	45.13	27.13	24.29	126.94	12	1.69	0.507	-10000	-43.86	-100.00	1.69	47.48	5.01	
129.03	0.722	44.97	27.29	44.89	30.78	25.30	129.01	12	-1.95	0.471	-10000	-38.99	0.52	-1.95	47.76	-0.37	
128.00	0.760	45.90	28.75	45.82	33.52	26.15	125.92	12	-4.73	0.427	-10000	-34.86	-100.00	-4.73	47.34	15.66	
128.00	0.854	45.49	29.90	45.37	34.92	26.74	126.94	12	-5.63	0.409	0.23	-32.92	-100.00	-5.63	47.48	20.32	
128.00	0.838	45.59	31.45	45.42	38.00	28.19	125.92	12	-6.26	0.526	-10000	-33.67	-100.00	-6.26	47.34	21.20	
130.08	0.764	45.43	32.35	45.21	40.05	29.23	135.58	12	-7.68	0.624	-10000	-35.65	-100.00	-7.68	48.62	27.03	
133.33	0.819	43.41	34.67	42.79	36.91	31.38	133.33	12	-2.81	0.512	-0.26	-34.26	-100.00	-3.07	48.33	28.67	
136.75	0.928	40.46	35.68	38.70	36.39	33.85	134.41	12	2.15	0.668	-2.77	-41.47	-100.00	-0.62	48.47	24.55	
137.93	0.928	39.40	36.60	36.17	35.77	35.27	137.87	12	4.36	0.574	-4.05	-37.76	-100.00	0.32	48.91	18.56	
139.13	0.969	40.00	38.03	35.63	34.13	37.39	140.28	12	5.08	0.671	-4.88	-43.89	-100.00	0.20	49.21	21.43	
139.13	0.987	39.54	38.18	33.84	33.79	37.61	140.28	13	8.19	0.670	-4.77	-44.17	-100.00	3.42	49.21	-10000	
139.13	0.904	38.68	36.84	34.04	31.45	35.83	141.59	12	11.39	0.402	-3.67	-36.19	-100.00	7.72	49.37	-10000	
139.13	0.798	42.32	35.33	41.35	33.55	31.06	-10000	0	2.02	0.646	-0.10	-43.19	-100.00	1.92	-10000	-10000	
141.59	0.603	34.45	27.89	33.36	25.86	24.55	-10000	0	7.78	0.105	2.30	-38.03	-100.00	7.78	-10000	-10000	
152.38	0.654	39.22	31.78	38.36	30.50	28.50	-10000	5	4.18	0.407	3.15	-37.28	-100.00	4.18	-10000	-10000	
148.15	0.827	43.18	37.44	41.83	34.59	35.26	146.75	12	6.19	0.526	0.74	-37.08	-100.00	6.19	49.99	-10000	
149.53	0.941	41.81	40.09	36.96	30.90	39.61	148.11	12	9.84	0.363	-0.76	-35.64	-100.00	9.09	50.15	-10000	
148.15	0.993	41.90	41.07	34.30	22.87	41.02	148.11	13	12.07	0.595	-0.88	-51.54	-100.00	11.19	50.15	9.10	
148.15	0.965	42.41	41.64	34.49	23.96	41.59	148.11	13	16.47	0.597	-1.76	-53.80	-100.00	14.71	50.15	-2.26	
148.15	0.994	42.52	42.00	33.04	25.84	41.93	148.11	13	19.52	0.594	-2.64	-52.18	-100.00	16.88	50.15	-5.36	
146.79	0.961	42.34	41.88	32.39	25.52	41.86	146.75	13	19.59	0.726	-3.03	-55.67	-100.00	16.55	49.99	-6.36	
146.79	0.994	42.05	41.53	32.57	28.52	41.48	146.75	13	15.74	0.767	-3.56	-55.49	-100.00	12.19	49.99	-7.93	
145.45	0.951	42.14	41.35	34.36	30.19	41.32	145.40	13	14.29	0.707	-4.16	-49.84	-100.00	10.13	49.83	-9.57	
144.14	0.998	42.14	41.44	33.83	29.70	41.40	145.40	13	15.34	0.728	-5.31	-51.62	-100.00	10.04	49.83	-12.19	
142.86	0.964	42.13	41.73	31.61	28.53	41.67	144.14	13	16.42	0.688	-6.40	-50.41	-100.00	10.02	49.68	-15.47	
142.86	0.996	42.49	41.97	33.03	30.74	41.86	142.82	13	14.77	0.748	-7.58	-51.91	-100.00	7.19	49.52	-18.50	
140.35	0.964	42.32	41.72	33.43	30.58	41.63	140.28	13	15.36	0.721	-7.75	-50.30	-100.00	7.62	49.21	-22.87	
137.93	0.934	42.26	41.34	35.05	31.24	41.25	139.07	13	16.30	0.679	-7.65	-47.20	-100.00	8.65	49.06	-24.69	
135.59	0.935	41.14	40.59	31.85	29.90	40.48	136.68	13	16.74	0.625	-5.95	-45.84	-100.00	10.79	48.76	-10000	
132.23	0.632	37.56	36.64	30.31	37.27	-10000	133.33	12	11.08	0.672	-2.06	-40.80	-100.00	9.02	48.33	-10000	
119.40	0.376	27.48	25.79	22.50	22.00	24.57	-10000	0	7.49	0.543	-10000	-50.31	-100.00	7.49	-10000	-10000	
125.98	0.686	31.73	24.08	30.90	26.83	21.05	-10000	1	-0.61	0.622	-10000	-48.78	-100.00	-0.61	-10000	-10000	
132.23	0.566	41.95	28.42	41.76	37.40	23.34	126.94	12	-11.00	0.448	-0.98	-31.63	-100.00	-11.98	47.48	-10000	
130.08	0.751	42.51	33.85	41.88	36.06	31.51	134.41	12	-3.10	0.417	-0.60	-32.02	-100.00	-3.70	48.47	-10000	
125.98	0.798	36.82	35.77	30.12	30.51	35.22	122.12	12	8.65	0.574	-2.17	-43.02	-100.00	6.48	46.81	-43.16	
122.14	0.856	35.67	34.92	27.65	28.40	34.39	121.21	12	9.44	0.636	-3.74	-47.86	0.44	5.70	46.68	-44.69	fr
118.52	0.876	35.38	34.42	28.33	29.41	33.54	118.51	12	5.64	0.644	-3.64	-47.24	0.67	2.00	46.29	-44.59	fr
116.79	0.874	34.48	33.08	28.84	28.31	32.56	116.74	12	8.31	0.559	-3.47	-44.62	0.84	4.84	46.03	-31.14	fr
113.48	0.852	34.16	32.51	29.15	28.41	32.06	113.42	12	6.99	0.532	-4.17	-43.49	-100.00	2.82	45.53	-30.99	fr
111.89	0.799	33.81	31.98	29.14	28.44	31.46	111.86	13	8.17	0.726	-4.08	-52.75	0.44	4.08	45.29	-27.44	fr
110.34	0.863	33.33	31.73	28.17	27.71	31.22	110.32	12	6.27	0.642	-4.05	-48.84	-100.00	2.22	45.05	-25.65	fr
109.59	0.736	33.05	31.56	27.61	27.07	30.92	109.56	12	9.15	0.660	-4.82	-50.38	-100.00	4.33	44.93	-22.75	fr
108.11	0.794	33.20	31.50	28.20	27.76	31.11	108.05	13	3.77	0.718	-5.07	-52.94	-100.00	-1.30	44.69	-22.45	
106.67	0.721	32.25	30.68	26.95	26.33	30.32	105.95	12	3.94	0.584	-5.33	-47.61	-100.00	-1.38	44.35	-22.99	
104.58	0.674	30.93	28.96	26.40	24.87	28.62	104.55	12	6.08	0.537	-4.95	-47.21	-100.00	1.13	44.12	-10000	
103.90	0.607	29.68	27.60	25.34	28.83	-10000	103.89	12	4.11	0.641	-4.39	-47.67	0.39	-0.28	44.01	-10000	
50.96	0.739	26.81	23.30	24.12	25.58	-10000	-10000	1	-1.47	0.535	-0.78	-46.43	-100.00	-2.26	-10000	-10000	
101.91	0.319	23.80	21.35	19.95	22.61	-10000	-10000	1	6.81	0.528	3.99	-49.14	-100.00	6.81	-10000	-10000	
46.92	0.720	20.80	17.21	17.98	14.79	14.73	-10000	1	9.06	0.587	-10000	-59.28	-100.00	9.06	-10000	-10000	
53.87	0.639	20.50	16.05	17.84	16.90	-10000	-10000	1	7.31	0.633	8.87	-59.22	-100.00	7.31	-10000	-10000	
-10000	-10000	20.23	14.85	17.90	14.39	12.18	-10000	1	5.78	0.643	7.74	-62.21	-100.00	5.78	-10000	-10000	
-10000	-10000	19.78	12.25	18.03	13.49	9.13	-10000	1	1.74	0.583	2.45	-60.41	-100.00	1.74	-10000	-10000	
-10000	-10000	19.72	13.12	17.79	14.45	-10000	-10000	1	5.52	0.591	2.66	-59.79	-100.00	5.52	-10000	-10000	
51.78	0.806	19.95	13.61	18.32	13.65	9.98	-10000	1	3.30	0.449	3.09	-55.41	-100.00	3.30	-10000	-10000	
49.54	0.730	19.89	14.35	18.06	15.79	-10000	-10000	1	6.74	0.327	6.60	-49.79	-100.00	6.74	-10000	-10000	
50.96	0.779	20.60	15.21	18.97	15.22	10.87	-10000	1	3.85	0.599	6.26	-59.36	-100.00	3.85	-10000	-10000	
50.79	0.609	20.78	15.17	19.06	16.79	-10000	-10000	1	5.10	0.622	4.13	-58.82	-100.00	5.10	-10000	-10000	
49.84	0.725	20.27	15.69	17.83	16.68	-10000	-10000	1	4.83	0.558	3.81	-56.21	-100.00	4.83	-10000	-10000	
-10000	-10000	19.75	13.44	17.71	15.17	-10000	-10000	1	6.65	0.540	6.54	-57.02	-100.00	6.65	-10000	-10000	
-10000	-10000	20.78	15.48	18.46	14.51	12.73	-10000	1	8.06	0.567	8.12	-58.74	-100.00	8.06	-10000	-10000	
-10000	-10000	21.21	14.29	19.69	16.27	-10000	-10000	1	3.50	0.467	9.42	-53.37	-100.00	3.50	-10000	-10000	
-10000	-10000	21.21	13.10	20.08	15.14	-10000	-10000	1	1.74	0.402	7.65	-52.50	-100.00	1.74	-10000	-10000	
50.47	0.814	20.24	13.09	18.99	15.17	-10000	-10000	1	3.74	0.481	8.92	-54.93	-100.00	3.74	-10000	-10000	
49.84	0.787	19.58	12.99	18.14	13.94	9.11	-10000	1	3.19	0.447	6.83	-55.06	-100.00	3.19	-10000	-10000	
